,id,name,category,source,qasm_path,num_qubits,initial_depth,initial_two_qubit_gates,initial_two_qubit_depth,initial_total_gates,gate_density,two_qubit_ratio,created_at,optimizer_chain,original_circuit
2112,2113,artifact_artifact_qv_N005_12345__qiskit_standard__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N005_12345__qiskit_standard/tket.qasm,5,63,27,15,187,37.4,0.1443850267379679,2026-03-05 20:40:27,qiskit_standard,qv_N005_12345
2113,2114,artifact_artifact_qv_N005_12345__qiskit_standard__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N005_12345__qiskit_standard/qiskit_standard.qasm,5,60,27,15,187,37.4,0.1443850267379679,2026-03-05 20:40:27,qiskit_standard,qv_N005_12345
2114,2115,artifact_artifact_qv_N005_12345__qiskit_standard__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N005_12345__qiskit_standard/qiskit_ai.qasm,5,60,27,15,187,37.4,0.1443850267379679,2026-03-05 20:40:27,qiskit_standard,qv_N005_12345
2115,2116,artifact_artifact_qv_N005_12345__qiskit_standard__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N005_12345__qiskit_standard/wisq_bqskit.qasm,5,60,27,15,187,37.4,0.1443850267379679,2026-03-05 20:40:27,qiskit_standard,qv_N005_12345
2116,2117,artifact_artifact_qv_N005_12345__qiskit_standard__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N005_12345__qiskit_standard/wisq_rules.qasm,5,60,27,15,187,37.4,0.1443850267379679,2026-03-05 20:40:27,qiskit_standard,qv_N005_12345
2117,2118,artifact_artifact_qv_N002_12345__qiskit_standard__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N002_12345__qiskit_standard/tket.qasm,2,17,3,3,28,14.0,0.10714285714285714,2026-03-05 20:40:27,qiskit_standard,qv_N002_12345
2118,2119,artifact_artifact_qv_N002_12345__qiskit_standard__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N002_12345__qiskit_standard/qiskit_standard.qasm,2,16,3,3,28,14.0,0.10714285714285714,2026-03-05 20:40:28,qiskit_standard,qv_N002_12345
2119,2120,artifact_artifact_qv_N002_12345__qiskit_standard__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N002_12345__qiskit_standard/qiskit_ai.qasm,2,16,3,3,28,14.0,0.10714285714285714,2026-03-05 20:40:28,qiskit_standard,qv_N002_12345
2120,2121,artifact_artifact_qv_N002_12345__qiskit_standard__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N002_12345__qiskit_standard/wisq_bqskit.qasm,2,16,3,3,28,14.0,0.10714285714285714,2026-03-05 20:40:28,qiskit_standard,qv_N002_12345
2121,2122,artifact_artifact_qv_N002_12345__qiskit_standard__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N002_12345__qiskit_standard/wisq_rules.qasm,2,16,3,3,28,14.0,0.10714285714285714,2026-03-05 20:40:28,qiskit_standard,qv_N002_12345
2122,2123,artifact_artifact_qft_N007__tket__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N007__tket/tket.qasm,7,44,42,22,99,14.142857142857142,0.42424242424242425,2026-03-05 20:40:28,tket,qft_N007
2123,2124,artifact_artifact_qft_N007__tket__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N007__tket/qiskit_standard.qasm,7,90,74,47,192,27.428571428571427,0.3854166666666667,2026-03-05 20:40:28,tket,qft_N007
2124,2125,artifact_artifact_qft_N007__tket__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N007__tket/qiskit_ai.qasm,7,85,90,60,147,21.0,0.6122448979591837,2026-03-05 20:40:28,tket,qft_N007
2125,2126,artifact_artifact_qft_N007__tket__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N007__tket/wisq_bqskit.qasm,7,30,27,18,69,9.857142857142858,0.391304347826087,2026-03-05 20:40:28,tket,qft_N007
2126,2127,artifact_artifact_qft_N007__tket__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N007__tket/wisq_rules.qasm,7,47,37,34,79,11.285714285714286,0.46835443037974683,2026-03-05 20:40:28,tket,qft_N007
2127,2128,artifact_artifact_rc_adder_6__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rc_adder_6__qiskit_ai/tket.qasm,14,12,17,12,17,1.2142857142857142,1.0,2026-03-05 20:40:28,qiskit_ai,rc_adder_6
2128,2129,artifact_artifact_rc_adder_6__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rc_adder_6__qiskit_ai/qiskit_standard.qasm,14,25,41,25,41,2.9285714285714284,1.0,2026-03-05 20:40:28,qiskit_ai,rc_adder_6
2129,2130,artifact_artifact_rc_adder_6__qiskit_ai__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rc_adder_6__qiskit_ai/qiskit_ai.qasm,14,37,38,23,90,6.428571428571429,0.4222222222222222,2026-03-05 20:40:28,qiskit_ai,rc_adder_6
2130,2131,artifact_artifact_rc_adder_6__qiskit_ai__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rc_adder_6__qiskit_ai/wisq_bqskit.qasm,14,46,26,14,91,6.5,0.2857142857142857,2026-03-05 20:40:28,qiskit_ai,rc_adder_6
2131,2132,artifact_artifact_rc_adder_6__qiskit_ai__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rc_adder_6__qiskit_ai/wisq_rules.qasm,14,20,28,17,35,2.5,0.8,2026-03-05 20:40:28,qiskit_ai,rc_adder_6
2132,2133,artifact_artifact_gf2^5_mult__wisq_rules__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^5_mult__wisq_rules/tket.qasm,15,162,148,102,314,20.933333333333334,0.4713375796178344,2026-03-05 20:40:28,wisq_rules,gf2^5_mult
2133,2134,artifact_artifact_gf2^5_mult__wisq_rules__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^5_mult__wisq_rules/qiskit_standard.qasm,15,648,805,453,1314,87.6,0.6126331811263318,2026-03-05 20:40:28,wisq_rules,gf2^5_mult
2134,2135,artifact_artifact_gf2^5_mult__wisq_rules__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^5_mult__wisq_rules/qiskit_ai.qasm,15,570,865,482,1102,73.46666666666667,0.7849364791288567,2026-03-05 20:40:28,wisq_rules,gf2^5_mult
2135,2136,artifact_artifact_gf2^5_mult__wisq_rules__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^5_mult__wisq_rules/wisq_bqskit.qasm,15,178,148,102,385,25.666666666666668,0.38441558441558443,2026-03-05 20:40:28,wisq_rules,gf2^5_mult
2136,2137,artifact_artifact_gf2^5_mult__wisq_rules__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^5_mult__wisq_rules/wisq_rules.qasm,15,184,147,105,384,25.6,0.3828125,2026-03-05 20:40:28,wisq_rules,gf2^5_mult
2137,2138,artifact_artifact_qv_N011_12345__wisq_bqskit__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N011_12345__wisq_bqskit/tket.qasm,11,218,141,44,1326,120.54545454545455,0.10633484162895927,2026-03-05 20:40:28,wisq_bqskit,qv_N011_12345
2138,2139,artifact_artifact_qv_N011_12345__wisq_bqskit__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N011_12345__wisq_bqskit/qiskit_standard.qasm,11,246,264,90,1265,115.0,0.20869565217391303,2026-03-05 20:40:28,wisq_bqskit,qv_N011_12345
2139,2140,artifact_artifact_qv_N011_12345__wisq_bqskit__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N011_12345__wisq_bqskit/qiskit_ai.qasm,11,502,294,100,2641,240.0909090909091,0.1113214691404771,2026-03-05 20:40:28,wisq_bqskit,qv_N011_12345
2140,2141,artifact_artifact_qv_N011_12345__wisq_bqskit__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N011_12345__wisq_bqskit/wisq_bqskit.qasm,11,367,146,48,1765,160.45454545454547,0.08271954674220963,2026-03-05 20:40:28,wisq_bqskit,qv_N011_12345
2141,2142,artifact_artifact_qv_N011_12345__wisq_bqskit__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N011_12345__wisq_bqskit/wisq_rules.qasm,11,371,150,39,2461,223.72727272727272,0.060950832994717596,2026-03-05 20:40:28,wisq_bqskit,qv_N011_12345
2142,2143,artifact_artifact_qv_N014_12345__wisq_rules__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__wisq_rules/tket.qasm,14,257,267,42,2659,189.92857142857142,0.10041368935690109,2026-03-05 20:40:28,wisq_rules,qv_N014_12345
2143,2144,artifact_artifact_qv_N014_12345__wisq_rules__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__wisq_rules/qiskit_standard.qasm,14,328,534,132,2253,160.92857142857142,0.237017310252996,2026-03-05 20:40:28,wisq_rules,qv_N014_12345
2144,2145,artifact_artifact_qv_N014_12345__wisq_rules__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__wisq_rules/wisq_bqskit.qasm,14,545,290,52,5500,392.85714285714283,0.05272727272727273,2026-03-05 20:40:28,wisq_rules,qv_N014_12345
2145,2146,artifact_artifact_qv_N014_12345__wisq_rules__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__wisq_rules/wisq_rules.qasm,14,526,294,42,6678,477.0,0.0440251572327044,2026-03-05 20:40:28,wisq_rules,qv_N014_12345
2146,2147,artifact_artifact_qft_N002__wisq_rules__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N002__wisq_rules/tket.qasm,2,9,2,2,9,4.5,0.2222222222222222,2026-03-05 20:40:28,wisq_rules,qft_N002
2147,2148,artifact_artifact_qft_N002__wisq_rules__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N002__wisq_rules/qiskit_standard.qasm,2,9,3,3,10,5.0,0.3,2026-03-05 20:40:28,wisq_rules,qft_N002
2148,2149,artifact_artifact_qft_N002__wisq_rules__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N002__wisq_rules/qiskit_ai.qasm,2,18,3,3,19,9.5,0.15789473684210525,2026-03-05 20:40:28,wisq_rules,qft_N002
2149,2150,artifact_artifact_qft_N002__wisq_rules__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N002__wisq_rules/wisq_bqskit.qasm,2,18,3,3,19,9.5,0.15789473684210525,2026-03-05 20:40:28,wisq_rules,qft_N002
2150,2151,artifact_artifact_qft_N002__wisq_rules__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N002__wisq_rules/wisq_rules.qasm,2,18,3,3,19,9.5,0.15789473684210525,2026-03-05 20:40:28,wisq_rules,qft_N002
2151,2152,artifact_artifact_qft_N004__wisq_rules__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N004__wisq_rules/tket.qasm,4,28,13,11,36,9.0,0.3611111111111111,2026-03-05 20:40:28,wisq_rules,qft_N004
2152,2153,artifact_artifact_qft_N004__wisq_rules__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N004__wisq_rules/qiskit_standard.qasm,4,24,21,16,40,10.0,0.525,2026-03-05 20:40:28,wisq_rules,qft_N004
2153,2154,artifact_artifact_qft_N004__wisq_rules__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N004__wisq_rules/qiskit_ai.qasm,4,48,21,18,60,15.0,0.35,2026-03-05 20:40:28,wisq_rules,qft_N004
2154,2155,artifact_artifact_qft_N004__wisq_rules__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N004__wisq_rules/wisq_bqskit.qasm,4,52,12,10,83,20.75,0.14457831325301204,2026-03-05 20:40:29,wisq_rules,qft_N004
2155,2156,artifact_artifact_qft_N004__wisq_rules__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N004__wisq_rules/wisq_rules.qasm,4,42,15,12,54,13.5,0.2777777777777778,2026-03-05 20:40:29,wisq_rules,qft_N004
2156,2157,artifact_artifact_grover_5__tket__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__tket/tket.qasm,9,672,288,248,894,99.33333333333333,0.3221476510067114,2026-03-05 20:40:29,tket,grover_5
2157,2158,artifact_artifact_grover_5__tket__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__tket/qiskit_standard.qasm,9,924,518,413,1522,169.11111111111111,0.3403416557161629,2026-03-05 20:40:29,tket,grover_5
2158,2159,artifact_artifact_grover_5__tket__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__tket/qiskit_ai.qasm,9,919,684,563,1290,143.33333333333334,0.5302325581395348,2026-03-05 20:40:29,tket,grover_5
2159,2160,artifact_artifact_grover_5__tket__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__tket/wisq_bqskit.qasm,9,575,239,216,865,96.11111111111111,0.27630057803468205,2026-03-05 20:40:29,tket,grover_5
2160,2161,artifact_artifact_grover_5__tket__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__tket/wisq_rules.qasm,9,534,248,224,740,82.22222222222223,0.33513513513513515,2026-03-05 20:40:29,tket,grover_5
2161,2162,artifact_artifact_qft_16__wisq_bqskit__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__wisq_bqskit/tket.qasm,16,180,238,72,689,43.0625,0.3454281567489115,2026-03-05 20:40:29,wisq_bqskit,qft_16
2162,2163,artifact_artifact_qft_16__wisq_bqskit__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__wisq_bqskit/qiskit_standard.qasm,16,368,556,215,1492,93.25,0.3726541554959786,2026-03-05 20:40:29,wisq_bqskit,qft_16
2163,2164,artifact_artifact_qft_16__wisq_bqskit__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__wisq_bqskit/qiskit_ai.qasm,16,599,721,222,2252,140.75,0.32015985790408524,2026-03-05 20:40:29,wisq_bqskit,qft_16
2164,2165,artifact_artifact_qft_16__wisq_bqskit__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__wisq_bqskit/wisq_bqskit.qasm,16,470,259,105,1668,104.25,0.1552757793764988,2026-03-05 20:40:29,wisq_bqskit,qft_16
2165,2166,artifact_artifact_qft_16__wisq_bqskit__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__wisq_bqskit/wisq_rules.qasm,16,462,259,94,1775,110.9375,0.14591549295774647,2026-03-05 20:40:29,wisq_bqskit,qft_16
2166,2167,artifact_artifact_qv_N017_12345__wisq_rules__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__wisq_rules/tket.qasm,17,311,384,51,3801,223.58823529411765,0.10102604577742699,2026-03-05 20:40:29,wisq_rules,qv_N017_12345
2167,2168,artifact_artifact_qv_N017_12345__wisq_rules__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__wisq_rules/qiskit_standard.qasm,17,496,953,207,3443,202.52941176470588,0.2767934940458902,2026-03-05 20:40:29,wisq_rules,qv_N017_12345
2168,2169,artifact_artifact_qv_N017_12345__wisq_rules__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__wisq_rules/wisq_bqskit.qasm,17,656,400,59,8082,475.4117647058824,0.04949269982677555,2026-03-05 20:40:29,wisq_rules,qv_N017_12345
2169,2170,artifact_artifact_qv_N017_12345__wisq_rules__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__wisq_rules/wisq_rules.qasm,17,630,408,51,9265,545.0,0.044036697247706424,2026-03-05 20:40:29,wisq_rules,qv_N017_12345
2170,2171,artifact_artifact_qft_16__qiskit_standard__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__qiskit_standard/tket.qasm,16,184,240,68,842,52.625,0.2850356294536817,2026-03-05 20:40:29,qiskit_standard,qft_16
2171,2172,artifact_artifact_qft_16__qiskit_standard__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__qiskit_standard/qiskit_standard.qasm,16,255,541,160,1138,71.125,0.47539543057996486,2026-03-05 20:40:29,qiskit_standard,qft_16
2172,2173,artifact_artifact_qft_16__qiskit_standard__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__qiskit_standard/qiskit_ai.qasm,16,275,555,176,1152,72.0,0.4817708333333333,2026-03-05 20:40:29,qiskit_standard,qft_16
2173,2174,artifact_artifact_qft_16__qiskit_standard__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__qiskit_standard/wisq_bqskit.qasm,16,360,443,211,1105,69.0625,0.40090497737556563,2026-03-05 20:40:29,qiskit_standard,qft_16
2174,2175,artifact_artifact_qft_16__qiskit_standard__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_16__qiskit_standard/wisq_rules.qasm,16,323,423,218,883,55.1875,0.47904869762174407,2026-03-05 20:40:29,qiskit_standard,qft_16
2175,2176,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard/tket.qasm,14,166,144,69,523,37.357142857142854,0.27533460803059273,2026-03-05 20:40:29,qiskit_standard,qaoa_barabasi_albert_N14_3reps
2176,2177,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard/qiskit_standard.qasm,14,291,451,202,904,64.57142857142857,0.49889380530973454,2026-03-05 20:40:29,qiskit_standard,qaoa_barabasi_albert_N14_3reps
2177,2178,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard/qiskit_ai.qasm,14,286,373,189,775,55.357142857142854,0.48129032258064514,2026-03-05 20:40:29,qiskit_standard,qaoa_barabasi_albert_N14_3reps
2178,2179,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard/wisq_bqskit.qasm,14,302,259,158,803,57.357142857142854,0.32254047322540474,2026-03-05 20:40:29,qiskit_standard,qaoa_barabasi_albert_N14_3reps
2179,2180,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_standard/wisq_rules.qasm,14,286,276,174,646,46.142857142857146,0.42724458204334365,2026-03-05 20:40:29,qiskit_standard,qaoa_barabasi_albert_N14_3reps
2180,2181,artifact_artifact_qft_N009__qiskit_standard__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N009__qiskit_standard/tket.qasm,9,95,72,30,305,33.888888888888886,0.2360655737704918,2026-03-05 20:40:29,qiskit_standard,qft_N009
2181,2182,artifact_artifact_qft_N009__qiskit_standard__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N009__qiskit_standard/qiskit_standard.qasm,9,138,167,82,381,42.333333333333336,0.43832020997375326,2026-03-05 20:40:29,qiskit_standard,qft_N009
2182,2183,artifact_artifact_qft_N009__qiskit_standard__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N009__qiskit_standard/qiskit_ai.qasm,9,154,180,90,394,43.77777777777778,0.45685279187817257,2026-03-05 20:40:29,qiskit_standard,qft_N009
2183,2184,artifact_artifact_qft_N009__qiskit_standard__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N009__qiskit_standard/wisq_bqskit.qasm,9,247,123,88,573,63.666666666666664,0.21465968586387435,2026-03-05 20:40:29,qiskit_standard,qft_N009
2184,2185,artifact_artifact_qft_N009__qiskit_standard__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N009__qiskit_standard/wisq_rules.qasm,9,149,124,86,317,35.22222222222222,0.3911671924290221,2026-03-05 20:40:29,qiskit_standard,qft_N009
2185,2186,artifact_artifact_qv_N012_12345__wisq_rules__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N012_12345__wisq_rules/tket.qasm,12,221,201,36,2025,168.75,0.09925925925925926,2026-03-05 20:40:29,wisq_rules,qv_N012_12345
2186,2187,artifact_artifact_qv_N012_12345__wisq_rules__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N012_12345__wisq_rules/qiskit_standard.qasm,12,371,399,144,1709,142.41666666666666,0.2334698654183733,2026-03-05 20:40:29,wisq_rules,qv_N012_12345
2187,2188,artifact_artifact_qv_N012_12345__wisq_rules__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N012_12345__wisq_rules/wisq_bqskit.qasm,12,442,207,46,3503,291.9166666666667,0.05909220667998858,2026-03-05 20:40:29,wisq_rules,qv_N012_12345
2188,2189,artifact_artifact_qv_N012_12345__wisq_rules__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N012_12345__wisq_rules/wisq_rules.qasm,12,445,216,36,4908,409.0,0.044009779951100246,2026-03-05 20:40:29,wisq_rules,qv_N012_12345
2189,2190,artifact_artifact_qft_N017__wisq_bqskit__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N017__wisq_bqskit/tket.qasm,17,310,273,144,773,45.470588235294116,0.35316946959896506,2026-03-05 20:40:29,wisq_bqskit,qft_N017
2190,2191,artifact_artifact_qft_N017__wisq_bqskit__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N017__wisq_bqskit/qiskit_standard.qasm,17,678,1000,419,2045,120.29411764705883,0.4889975550122249,2026-03-05 20:40:30,wisq_bqskit,qft_N017
2191,2192,artifact_artifact_qft_N017__wisq_bqskit__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N017__wisq_bqskit/qiskit_ai.qasm,17,665,1138,468,1801,105.94117647058823,0.6318711826762909,2026-03-05 20:40:30,wisq_bqskit,qft_N017
2192,2193,artifact_artifact_qft_N017__wisq_bqskit__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N017__wisq_bqskit/wisq_bqskit.qasm,17,441,291,162,1324,77.88235294117646,0.21978851963746224,2026-03-05 20:40:30,wisq_bqskit,qft_N017
2193,2194,artifact_artifact_qft_N017__wisq_bqskit__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N017__wisq_bqskit/wisq_rules.qasm,17,402,289,205,910,53.529411764705884,0.31758241758241756,2026-03-05 20:40:30,wisq_bqskit,qft_N017
2194,2195,artifact_artifact_vbe_adder_3__qiskit_standard__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__qiskit_standard/tket.qasm,10,88,58,43,153,15.3,0.3790849673202614,2026-03-05 20:40:30,qiskit_standard,vbe_adder_3
2195,2196,artifact_artifact_vbe_adder_3__qiskit_standard__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__qiskit_standard/qiskit_standard.qasm,10,142,105,79,219,21.9,0.4794520547945205,2026-03-05 20:40:30,qiskit_standard,vbe_adder_3
2196,2197,artifact_artifact_vbe_adder_3__qiskit_standard__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__qiskit_standard/qiskit_ai.qasm,10,156,126,93,240,24.0,0.525,2026-03-05 20:40:30,qiskit_standard,vbe_adder_3
2197,2198,artifact_artifact_vbe_adder_3__qiskit_standard__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__qiskit_standard/wisq_bqskit.qasm,10,100,58,46,174,17.4,0.3333333333333333,2026-03-05 20:40:30,qiskit_standard,vbe_adder_3
2198,2199,artifact_artifact_vbe_adder_3__qiskit_standard__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__qiskit_standard/wisq_rules.qasm,10,105,66,54,165,16.5,0.4,2026-03-05 20:40:30,qiskit_standard,vbe_adder_3
2199,2200,artifact_artifact_rb__wisq_rules__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rb__wisq_rules/tket.qasm,2,0,0,0,0,0.0,0.0,2026-03-05 20:40:30,wisq_rules,rb
2200,2201,artifact_artifact_rb__wisq_rules__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rb__wisq_rules/qiskit_standard.qasm,2,0,0,0,0,0.0,0.0,2026-03-05 20:40:30,wisq_rules,rb
2201,2202,artifact_artifact_rb__wisq_rules__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_rb__wisq_rules/qiskit_ai.qasm,2,12,2,2,17,8.5,0.11764705882352941,2026-03-05 20:40:30,wisq_rules,rb
